Assignee,Inventor Name,Document Type,Publication Year,Filing Year,Document Count
PRAXAIR TECHNOLOGY INC (US),KLEIN FRANK (US); WARTA ANDREW (US); BEHRENS AXEL (DE); NEUDENDORF STEPHANIE (DE); RAYBOLD TROY (US); SCHÖDEL NICOLE (DE); PESCHEL ANDREAS (DE); LANG MARTIN (DE),WIPO,2023.0,2022.0,1
PRECISION COMBUSTION INC (US); SMITH LANCE L (US); ETEMAD SHAHROKH (US); KARIM HASAN (US); PFEFFERLE WILLIAM C (US),SMITH LANCE L (US); ETEMAD SHAHROKH (US); KARIM HASAN (US); PFEFFERLE WILLIAM C (US),WIPO,2007.0,2006.0,2
PRICELOCK INC (US); FELL ROBERT M (US); PAINTER SCOTT (US); BONSIGNORE MICHAEL R (US); REED BRIAN P (US); MAGNUSON GARY A (US); GROS THOMAS D (US),FELL ROBERT M (US); PAINTER SCOTT (US); BONSIGNORE MICHAEL R (US); REED BRIAN P (US); MAGNUSON GARY A (US); GROS THOMAS D (US),WIPO,2008.0,2008.0,1
"PROCTER & GAMBLE (Cincinnati, OH 45202, US)",KEULEERS ROBBY RENILDE FRANÇOIS (BE); VINSON PHILLIP KYLE (US); SOUTER PHILIP FRANK (GB); STALMANS MARC H J (BE),EP,2024.0,2023.0,1
PROPELLED LTD (US),GREWAL NAROTAM SINGH (US); SHIRAZEE NABEEL AHMED (GB),WIPO,2023.0,2022.0,1
"PROTOSTAR GROUP LIMITED (London EC4N 6EU, GB)",PROTOSTAR GROUP LIMITED (GB),EP,2023.0,2022.0,1
PURDUE RESEARCH FOUNDATION (US); SINGH NAVNEET R (US); AGRAWAL RAKESH (US),SINGH NAVNEET R (US); AGRAWAL RAKESH (US),WIPO,2008.0,2007.0,2
PUSHKIN ROSTISLAV MIKHAILOVICH (RU); ERMISHIN ALEXANDR VIKTOROVICH (RU); TARASOV ALEXANDR IVANOVICH (RU); MASS ALEXANDR MIKHAILOVICH (RU); SOROKIN VALERY NIKOLAEVICH (RU); SCHUKIN LEV NIKOLAEVICH (RU),PUSHKIN ROSTISLAV MIKHAILOVICH (RU); ERMISHIN ALEXANDR VIKTOROVICH (RU); TARASOV ALEXANDR IVANOVICH (RU); MASS ALEXANDR MIKHAILOVICH (RU); SOROKIN VALERY NIKOLAEVICH (RU); SCHUKIN LEV NIKOLAEVICH (RU),WIPO,1993.0,1992.0,1
QDOT TECH LTD (GB),MORRISON ALASDAIR (GB); NICHOLAS JACK ROBERT (GB); WONG TSUN HOLT (GB); FAHY DANIEL (GB); ROGALL MARTIN (GB),WIPO,2023.0,2022.0,1
QUALCOMM INC (US),VON NOVAK WILLIAM HENRY (US); IRISH LINDA STACEY (US),WIPO,2017.0,2016.0,1
QUANTUM IND DEVELOPMENT CORPORATION (US),MCDOWELL JOSEPH (US),WIPO,2019.0,2018.0,1
R Easy Synthetic Fuels Limited Liability Company,Aberramine; Slade David A.; Tom Linson H. Lynn; Ashby Eric; Green nate; Golden caroline,JP,2019.0,2017.0,1
R Easy Synthetic Fuels Limited Liability Company,Aberramine; Slade David A.; Tom Linson H. Lynn; Ashby Eric; Green nate; Golden caroline,JP,2021.0,2017.0,1
RAMOS AGUNDO OCTAVIO (ES),RAMOS AGUNDO OCTAVIO (ES),WIPO,2015.0,2014.0,1
RAYNER DIGNAN (AU),RAYNER DIGNAN (AU),WIPO,2017.0,2017.0,1
"RAYNER DIGNAN (Brisbane, Queensland 4113, AU)",RAYNER DIGNAN (AU),EP,2019.0,2017.0,1
"RAYTHEON TECH CORP (Farmington, CT 06032, US)",ROBERGE GARY D (US); CARLTON RICHARD A (US); HUDSON ERIC A (US),EP,2022.0,2014.0,1
"REG SYNTHETIC FUELS LLC (Ames IA 50010, US)",ABHARI RAMIN (US); ASHBY ERIK (US); GOLDEN CAROLINE (US); GREEN NATE (US); SLADE DAVID A (US); TOMLINSON H LYNN (US),EP,2024.0,2017.0,1
"REG SYNTHETIC FUELS LLC (Ames IA 50010, US)",ABHARI RAMIN (US); HAVERLY MARTIN (US); BERG MASON (US); SLADE DAVID A (US); TOMLINSON H LYNN (US); FISHER TREVOR (US),EP,2024.0,2022.0,1
"REG SYNTHETIC FUELS LLC (Ames IA 50010, US)",ABHARI RAMIN (US); SLADE DAVID A (US); TOMLINSON H LYNN (US); ASHBY ERIK (US); GREEN NATE (US); GOLDEN CAROLINE (US),EP,2023.0,2017.0,1
REG SYNTHETIC FUELS LLC (US),ABHARI RAMIN (US); HAVERLY MARTIN (US); BERG MASON (US); SLADE DAVID A (US); TOMLINSON H LYNN (US); FISHER TREVOR (US),WIPO,2022.0,2022.0,1
REG SYNTHETIC FUELS LLC (US),ABHARI RAMIN (US); SLADE DAVID A (US); TOMLINSON H LYNN (US); ASHBY ERIK (US); GREEN NATE (US); GOLDEN CAROLINE (US),WIPO,2017.0,2017.0,1
REG SYNTHETIC FUELS LLC (US),HAVLIK PETER Z (US); ABHARI RAMIN (US); ROTH E GARY (US); TOMLINSON H LYNN (US),WIPO,2015.0,2014.0,1
"REN FUEL K2B AB (102 48 Stockholm, SE)",DAHLSTRAND CHRISTIAN (SE); SAMEC JOSEPH (SE),EP,2020.0,2018.0,1
"REN FUEL K2B AB (102 48 Stockholm, SE)",DAHLSTRAND CHRISTIAN (SE); SAMEC JOSEPH (SE),EP,2023.0,2018.0,1
REN FUEL K2B AB (SE),DAHLSTRAND CHRISTIAN (SE); SAMEC JOSEPH (SE),WIPO,2018.0,2018.0,1
REN MINGQI (CN),REN MINGQI (CN); YAN FEIYU (CN); LV LEI (CN),WIPO,2013.0,2012.0,1
RENEWABLE ENERGY GROUP INC (US),SLADE DAVID (US); ABHARI RAMIN (US); HAVERLY MARTIN (US),WIPO,2023.0,2023.0,1
"RENFORTECH (52410 Chamouilley, FR); UNIV MONTPELLIER (34090 Montpellier, FR); CENTRE NAT RECH SCIENT (75016 Paris, FR)",MAZZON ELENA (IT); GUIGUES PASCAL (FR); HABAS JEAN-PIERRE (FR),EP,2017.0,2015.0,1
"REVO INT INC (Kyoto-shi, Kyoto 612-8473, JP)",MATSUNAGA KOTETSU (JP); KOSHIKAWA TETSUYA (JP); AZUMA YUICHIRO (JP); KOSHIKAWA SHOI (JP); MOCHIDA ISAO (JP),EP,2024.0,2022.0,1
RICHARDS ALAN K (US),RICHARDS ALAN K (US),WIPO,2005.0,2004.0,1
RIEPKIN OLEKSANDR OLEKSANDROVYCH (UA); DIACHENKO OLEKSANDR SERGIJOVYCH (UA),RIEPKIN OLEKSANDR OLEKSANDROVYCH (UA),WIPO,2023.0,2022.0,1
"ROAD GOLD COMPANY LLC (Dover, PA 17315, US)",GANTI SATYANARAYANA (US),EP,2021.0,2019.0,1
ROAD GOLD COMPANY LLC (US),GANTI SATYANARAYANA (US),WIPO,2020.0,2019.0,1
ROCKET RACING INC (US),DIAMANDIS PETER H (US); WHITELAW GRANGER B (US); D ANGELO MICHAEL R (US),EP,2008.0,2006.0,1
ROCKET RACING INC (US); DIAMANDIS PETER H (US); D ANGELO MICHAEL R (US); WHITELAW GRANGER (US),DIAMANDIS PETER H (US); D ANGELO MICHAEL R (US); WHITELAW GRANGER (US),WIPO,2010.0,2009.0,1
ROCKET RACING INC (US); DIAMANDIS PETER H (US); WHITELAW GRANGER B (US); D ANGELO MICHAEL R (US),DIAMANDIS PETER H (US); WHITELAW GRANGER B (US); D ANGELO MICHAEL R (US),WIPO,2007.0,2006.0,1
ROCKET RACING INC (US); DIAMANDIS PETER H (US); WHITELAW GRANGER B (US); D ANGELO MICHAEL R (US),DIAMANDIS PETER H (US); WHITELAW GRANGER B (US); D ANGELO MICHAEL R (US),WIPO,2009.0,2006.0,1
"ROCKWELL COLLINS INC (Cedar Rapids, IA 52498, US)",SCHAUB STEVEN J (US); ANDERSON ERIC N (US),EP,2024.0,2023.0,1
RODRIGUES DE LIMA NETO MANOEL (BR),RODRIGUES DE LIMA NETO MANOEL (BR); RODRIGUES DE LIMA JUNIOR MANOEL (BR),WIPO,2020.0,2019.0,2
ROLLS ROYCE DEUTSCHLAND (DE),MILLS ROBERT (US); HENNE PRESTON (US); JOHANN ERIK (DE),EP,2006.0,2004.0,1
"ROLLS ROYCE DEUTSCHLAND LTD & CO KG (Blankenfelde-Mahlow, DE)",BOLL MARTIN (DE),DE,2023.0,2022.0,1
ROLLS ROYCE PLC (GB),EDWARDS HUW L (GB); ONG MAX C Y (GB); THOMPSON HAYDN A (GB),EP,2015.0,2015.0,1
ROLLS ROYCE PLC (GB),EDWARDS HUW L (GB); ONG MAX C Y (GB); THOMPSON HAYDN A (GB); WATSON GRAHAM (GB),EP,2015.0,2015.0,1
ROLLS ROYCE PLC (GB),GAJANAYAKE CHANDANA (GB); GUPTA AMIT (GB); SLATER ROBERT (GB); BHANGU BIKRAMJIT (GB); VILATHGAMUWA DON (GB); BENG GILBERT (GB),EP,2016.0,2016.0,1
"ROLLS ROYCE PLC (London N1 9FX, GB)",ROSCOE ANDREW (GB); TRAINER DAVID (GB); KNIGHT RICHARD (GB),EP,2020.0,2010.0,1
"ROLLS ROYCE PLC (London N1 9FX, GB)",SWANN PETER (GB); BEAVEN DAVID M (GB); BEMMENT CRAIG W (GB); HOBDAY ALASTAIR G (GB); KEELER BENJAMIN J (GB); MADDEN CHRISTOPHER P (GB); YATES MARTIN K (GB),EP,2023.0,2022.0,1
"ROLLS ROYCE PLC (London SW1E 6AT, GB)",EDWARDS HUW L (GB); ONG MAX C Y (GB); THOMPSON HAYDN A (GB),EP,2019.0,2015.0,1
"ROLLS ROYCE PLC (London SW1E 6AT, GB)",EDWARDS HUW L (GB); ONG MAX C Y (GB); THOMPSON HAYDN A (GB); WATSON GRAHAM (GB),EP,2018.0,2015.0,1
"ROLLS ROYCE PLC (London, GB)",BEMMENT CRAIG W (GB); FERRA PAUL W (GB); HOBDAY ALASTAIR G (GB); KEELER BENJAMIN J (GB); MCNALLY KEVIN R (GB); MINELLI ANDREA (GB); YATES MARTIN K (GB),DE,2023.0,2023.0,1
"ROLLS ROYCE PLC (London, GB)",BEMMENT CRAIG W (GB); KEELER BENJAMIN J (GB); FERRA PAUL W (GB); HOBDAY ALASTAIR G (GB); MCNALLY KEVIN R (GB); MINELLI ANDREA (GB); YATES MARTIN K (GB),DE,2023.0,2023.0,2
"ROLLS ROYCE PLC (London, GB)",SWANN PETER (GB); BEAVEN DAVID M (GB); BEMMENT CRAIG W (GB); HOBDAY ALASTAIR G (GB); KEELER BENJAMIN J (GB); MADDEN CHRISTOPHER P (GB); YATES MARTIN K (GB),DE,2023.0,2022.0,7
"ROLLS ROYCE PLC (London, GB)",SWANN PETER (GB); BEMMENT CRAIG W (GB); HOBDAY ALASTAIR G (GB); KEELER BENJAMIN J (GB); MADDEN CHRISTOPHER P (GB),DE,2023.0,2022.0,1
RYABUKHA NIKOLAY NIKOLAYEVICH (RU),RYABUKHA NIKOLAY NIKOLAYEVICH (RU),WIPO,2013.0,2012.0,1
"Rutgers, The State University of New Jersey","Nosker, Thomas, Jay.; Kia, Bernard, H.; He, Nofel, Tuhia; Lynch-Branzoy, Jennifer, Kay.; Tebetia, Aya, Shin",JP,2022.0,2019.0,1
"SABIC GLOBAL TECHNOLOGIES BV (4612 PX Bergen op Zoom, NL)",VASUDEVAN VINODKUMAR (SA); LEAL GUILLERMO (SA); PAUL SOMAK (SA),EP,2018.0,2016.0,1
SABIC GLOBAL TECHNOLOGIES BV (NL),VASUDEVAN VINODKUMAR (SA); LEAL GUILLERMO (SA); PAUL SOMAK (SA),WIPO,2017.0,2016.0,1
SAMSUNG ELECTRO MECH,GIL JAE-HYOUNG; JANG JAE-HYUK; JUNG CHANG-RYUL,JP,2009.0,2008.0,1
SANCHEZ PAULO (PT),SANCHEZ PAULO (PT),WIPO,2020.0,2018.0,1
SANTANA CAMPOS RODRIGUES JOSÉ JO O (PT),SANTANA CAMPOS RODRIGUES JOSÉ JO O (PT),WIPO,2014.0,2014.0,1
SATAVIA LTD (GB),DURANT ADAM (GB),WIPO,2022.0,2021.0,1
SATHYA SANTH (US),SATHYA SANTH (US),WIPO,2022.0,2022.0,1
"SAUDI ARABIAN OIL CO (Dhahran 31311, SA)",KOSEOGLU OMER REFA (SA); SAWAN ALI (SA),EP,2021.0,2020.0,1
SAUDI ARABIAN OIL CO (SA),SUN MIAO (SA); XU WEI (SA),EP,2016.0,2014.0,2
SAUDI ARABIAN OIL CO (SA); ARAMCO SERVICES CO (US),SUN MIAO (SA); XU WEI (SA),WIPO,2015.0,2014.0,2
SAUDI ARABIAN OIL CO (SA); KOSEOGLU OMER REFA (SA); SAWAN ALI (SA),KOSEOGLU OMER REFA (SA),WIPO,2020.0,2020.0,1
"SCHERRER INST PAUL (5232 Villigen PSI, CH)",MUROYAMA ALENXANDER (CH); GUBLER LORENZ (CH),EP,2023.0,2022.0,1
SCHERRER INST PAUL (CH),GUBLER LORENZ (CH); MUROYAMA ALEXANDER (CH),WIPO,2023.0,2023.0,1
SCHLUETER CLAUS (DE),"Schlüter, Claus, Dipl.-Ing. (DE)",DE,2002.0,2001.0,1
SCHOENSLEBEN SVEN PATRICK (US),SCHOENSLEBEN SVEN PATRICK (US),WIPO,2024.0,2023.0,1
SCHWARZE MALTE (DE),SCHWARZE MALTE (DE); ZÖLD THOMAS (SE),DE,2015.0,2013.0,1
SCOTT REDMOND (US); REDMOND SCOTT D (US),REDMOND SCOTT D (US),WIPO,2004.0,2003.0,1
"SEALE JOSEPH B (Gorham, ME 04038-1861, US); SLOAN WALKER M (Berlin, MA 01503, US)",SEALE JOSEPH B (US); SLOAN WALKER M (US),EP,2017.0,2015.0,1
"SEALE JOSEPH B (Gorham, ME 04038-1861, US); SLOAN WALKER M (Berlin, MA 01503, US)",SEALE JOSEPH B (US); SLOAN WALKER M (US),EP,2020.0,2015.0,1
SEALE JOSEPH B (US); SLOAN WALKER M (US),SEALE JOSEPH B (US); SLOAN WALKER M (US),WIPO,2016.0,2015.0,1
"SEGO TOOL INC (Salt Lake City, UT 84104, US)",GROEN HENRY JAY (US); GROEN DAVID LYNN (US),EP,1995.0,1993.0,1
"SEGO TOOL INC (Salt Lake City, UT 84104, US)",GROEN HENRY JAY (US); GROEN DAVID LYNN (US),EP,1997.0,1993.0,1
SEGO TOOL INC (US),GROEN HENRY JAY (US); GROEN DAVID LYNN (US),WIPO,1993.0,1993.0,1
"SELEX ES SPA (00187 Roma (RM), IT)",ACCARDO DOMENICO (IT); MOCCIA ANTONIO (IT); GRASSI MICHELE (IT); TANCREDI URBANO (IT); CAMINITI LUCIO (IT); FIORILLO LUIGI (IT); LEARDI ALBERTO (IT); MARESCA GIUSEPPE (IT),EP,2013.0,2011.0,1
SELEX SISTEMI INTEGRATI SPA (IT),ACCARDO DOMENICO (IT); MOCCIA ANTONIO (IT); GRASSI MICHELE (IT); TANCREDI URBANO (IT); CAMINITI LUCIO (IT); FIORILLO LUIGI (IT); LEARDI ALBERTO (IT); MARESCA GIUSEPPE (IT),EP,2012.0,2011.0,1
SEVASTYANOV VLADIMIR PETROVICH (RU); PETROV ALEKSEJ IVANOVICH (UA); VARYGIN VITALIJ NIKOLAEVICH (RU),SEVAST'YANOV VLADIMIR PETROVICH (RU); PETROV ALEKSEJ IVANOVICH (UA); VARY'GIN VITALIJ NIKOLAEVICH (RU),WIPO,2020.0,2019.0,1
SHARETEX AB (SE),STIGSSON LARS (SE),WIPO,2021.0,2020.0,1
SHELL INT RESEARCH (NL),BREWER MARK LAWRENCE (GB); CRACKNELL ROGER FRANCIS (GB); GOH TOR KIT (MY),EP,2015.0,2013.0,2
SHELL INT RESEARCH (NL); SHELL OIL CO (US),BREWER MARK LAWRENCE (GB); CRACKNELL ROGER FRANCIS (GB); GOH TOR KIT (MY),WIPO,2014.0,2013.0,2
SHELL INT RESEARCH (NL); SHELL USA INC (US),VALENTICH GRIFFIN MICHAEL (US); MINER ELISE MARIE (US),WIPO,2023.0,2022.0,1
SHELL INT RESEARCH; VIRENT INC,JOANNA MARGARET BAULDREAY; PAUL GEORGE BLOMMEL; RANDY DOUGLAS CORTRIGHT; RICHARD JOHN PRICE,JP,2014.0,2014.0,1
SHELL INTERNAT RES MIJ OF (NL); VINEGAR HAROLD J (US); FOWLER THOMAS D (US); HARRIS CHRISTOPHER KELVIN (US); JOHN RANDY CARL (US); KIM DONG-SUB (US); LAMBIRTH GENE RICHARD (US); MASON STANLEY LEROY (US); MENOTTI JAMES LOUIS (US); MILLER DAVID SCOTT (US); NAIR VIJAY (US); ROES AUGUSTINUS WILHELMUS MARIA (US); BRADY MICHAEL PATRICK (US); HORTON JOSEPH ARNO (US); VITEK JOHN MICHAEL (US); GOLDBERG BERNARD (US); HALE ARTHUR HERMAN (US); CHRISTENSEN DEL SCOTT (US); MAZIASZ PHILLIP JAMES (US); SHINGLEDECKER JOHN PAUL (US); SANTELLA MICHAEL LEONARD (US); SCHNEIBEL JOACHIM HUGO (US); SIKKA VINOD KUMAR (US); KARANIKAS JOHN MICHAEL (US); CHERRILLO RALPH ANTHONY (US); STONE FRANCES MARION JR (US); GOODWIN CHARLES R (US); HINSON RICHARD A (US); RICHARD JAMES JR (US),VINEGAR HAROLD J (US); FOWLER THOMAS D (US); HARRIS CHRISTOPHER KELVIN (US); JOHN RANDY CARL (US); KIM DONG-SUB (US); LAMBIRTH GENE RICHARD (US); MASON STANLEY LEROY (US); MENOTTI JAMES LOUIS (US); MILLER DAVID SCOTT (US); NAIR VIJAY (US); ROES AUGUSTINUS WILHELMUS MARIA (US); BRADY MICHAEL PATRICK (US); HORTON JOSEPH ARNO (US); VITEK JOHN MICHAEL (US); GOLDBERG BERNARD (US); HALE ARTHUR HERMAN (US); CHRISTENSEN DEL SCOTT (US); MAZIASZ PHILLIP JAMES (US); SHINGLEDECKER JOHN PAUL (US); SANTELLA MICHAEL LEONARD (US); SCHNEIBEL JOACHIM HUGO (US); SIKKA VINOD KUMAR (US); KARANIKAS JOHN MICHAEL (US); CHERRILLO RALPH ANTHONY (US); STONE FRANCES MARION JR (US); GOODWIN CHARLES R (US); HINSON RICHARD A (US); RICHARD JAMES JR (US),WIPO,2008.0,2007.0,1
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BESLOTEN VENNOOTSHAP,"Brewer, Mark Lawrence; Crackner, Roger Francis; Go, Thor kit",JP,2016.0,2013.0,1
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BESLOTEN VENNOOTSHAP,"Bruer, mark lawrence; Crackner, Roger Francis; Go, To Quito",JP,2016.0,2013.0,1
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BESLOTEN VENNOOTSHAP,"Bruer, mark lawrence; Crackner, Roger Francis; Go, To Quito",JP,2018.0,2013.0,1
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BESLOTEN VENNOOTSHAP,"Hamilton, Philip Guy; Radoki, Corey William; Crytman, Keith Michael",JP,2015.0,2013.0,1
SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BESLOTEN VENNOOTSHAP,Joanna Margaret Bardley; Paul George Brommel; Randy Douglas Courtlight; Richard John Price,JP,2012.0,2009.0,1
SHELL OIL CO (US); VINEGAR HAROLD J (US); FOWLER THOMAS D (US); HARRIS CHRISTOPHER KELVIN (US); JOHN RANDY CARL (US); KIM DONG-SUB (US); LAMBIRTH GENE RICHARD (US); MASON STANLEY LEROY (US); MENOTTI JAMES LOUIS (US); MILLER DAVID SCOTT (US); NAIR VIJAY (US); ROES AUGUSTINUS WILHELMUS MARI (US); BRADY MICHAEL PATRICK (US); HORTON JOSEPH ARNO (US); VITEK JOHN MICHAEL (US); GOLDBERG BERNARD (US); HALE ARTHUR HERMAN (US); CHRISTENSEN DEL SCOTT (US); MAZIASZ PHILLIP JAMES (US); SHINGLEDECKER JOHN PAUL (US); SANTELLA MICHAEL LEONARD (US); SCHNEIBEL JOACHIM HUGO (US); SIKKA VINOD KUMAR (US); KARANIKAS JOHN MICHAEL (US); CHERRILLO RALPH ANTHONY (US); STONE FRANCES MARION JR (US); GOODWIN CHARLES R (US); HINSON RICHARD A (US); RICHARD JAMES JR (US),VINEGAR HAROLD J (US); FOWLER THOMAS D (US); HARRIS CHRISTOPHER KELVIN (US); JOHN RANDY CARL (US); KIM DONG-SUB (US); LAMBIRTH GENE RICHARD (US); MASON STANLEY LEROY (US); MENOTTI JAMES LOUIS (US); MILLER DAVID SCOTT (US); NAIR VIJAY (US); ROES AUGUSTINUS WILHELMUS MARI (US); BRADY MICHAEL PATRICK (US); HORTON JOSEPH ARNO (US); VITEK JOHN MICHAEL (US); GOLDBERG BERNARD (US); HALE ARTHUR HERMAN (US); CHRISTENSEN DEL SCOTT (US); MAZIASZ PHILLIP JAMES (US); SHINGLEDECKER JOHN PAUL (US); SANTELLA MICHAEL LEONARD (US); SCHNEIBEL JOACHIM HUGO (US); SIKKA VINOD KUMAR (US); KARANIKAS JOHN MICHAEL (US); CHERRILLO RALPH ANTHONY (US); STONE FRANCES MARION JR (US); GOODWIN CHARLES R (US); HINSON RICHARD A (US); RICHARD JAMES JR (US),WIPO,2008.0,2007.0,1
SHKALIM REUVEN (IL); 0LEVI TSEDEK PAZ (IL); LEVI RAFI (IL),SHKALIM REUVEN (IL); 0LEVI TSEDEK PAZ (IL); LEVI RAFI (IL),WIPO,2020.0,2020.0,1
"SIEMENS AG (80333 München, DE)",KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),EP,2009.0,2008.0,1
"SIEMENS AG (80333 München, DE)",KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),EP,2017.0,2009.0,1
"SIEMENS AG (80333 München, DE)",MILOSAVLEVIC VLADIMIR (SE),EP,2009.0,2008.0,1
"SIEMENS AG (80333 München, DE)",MILOSAVLJEVIC VLADIMIR (SE),EP,2009.0,2008.0,1
"SIEMENS AG (80333 München, DE)",MILOSAVLJEVIC VLADIMIR (SE); PERSSON ALLAN (SE); PERSSON MAGNUS (SE),EP,2009.0,2008.0,1
"SIEMENS AG (80333 München, DE)",MORTON DAVID (DE),EP,2017.0,2015.0,1
"SIEMENS AG (80333 München, DE)",SANCHEZ FABIAN (CA),EP,2020.0,2017.0,1
SIEMENS AG (DE),KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),EP,2010.0,2009.0,1
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR (SE),EP,2010.0,2009.0,2
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR (SE),EP,2012.0,2010.0,1
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR (SE),EP,2013.0,2009.0,1
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR (SE); PERSSON ALLAN (SE); PERSSON MAGNUS (SE),EP,2010.0,2009.0,2
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR (SE); PERSSON ALLAN (SE); PERSSON MAGNUS (SE),EP,2016.0,2008.0,1
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR DUSAN (SE),EP,2013.0,2011.0,1
SIEMENS AG (DE),MILOSAVLJEVIC VLADIMIR DUSAN (SE),EP,2015.0,2011.0,1
SIEMENS AG (DE),SANCHEZ FABIAN (CA),WIPO,2018.0,2017.0,1
SIEMENS AG (DE); CORNWALL MICHAEL (DE); KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),CORNWALL MICHAEL (DE); KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),WIPO,2012.0,2011.0,1
SIEMENS AG (DE); KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),KARLSSON ANDREAS (SE); MILOSAVLJEVIC VLADIMIR (SE),WIPO,2009.0,2009.0,1
SIEMENS AG (DE); MILOSAVLJEVIC VLADIMIR (SE),MILOSAVLJEVIC VLADIMIR (SE),WIPO,2009.0,2009.0,2
SIEMENS AG (DE); MILOSAVLJEVIC VLADIMIR (SE),MILOSAVLJEVIC VLADIMIR (SE),WIPO,2010.0,2009.0,1
SIEMENS AG (DE); MILOSAVLJEVIC VLADIMIR (SE),MILOSAVLJEVIC VLADIMIR (SE),WIPO,2012.0,2011.0,1
SIEMENS AG (DE); MILOSAVLJEVIC VLADIMIR (SE); PERSSON ALLAN (SE); PERSSON MAGNUS (SE),MILOSAVLJEVIC VLADIMIR (SE); PERSSON ALLAN (SE); PERSSON MAGNUS (SE),WIPO,2009.0,2009.0,2
"SIEMENS ENERGY GLOBAL GMBH & CO KG (81739 München, DE)",FLEISCHER MAXIMILIAN (DE); RENTSCHLER ALEXANDER (DE); THIEMANN THOMAS (DE),EP,2023.0,2021.0,1
SINGH AKHILESH PRASAD (IN),SINGH AKHILESH PRASAD (IN); SINGH NIMESHEE (IN); SINGH DEEPITARK (IN),WIPO,2022.0,2021.0,1
SKLAR ALFRED (US),SKLAR ALFRED (US),WIPO,2023.0,2023.0,1
SKY CANOE INC (CA),GEORGE DALE ARTHUR (CA),WIPO,2020.0,2019.0,1
"SKY CANOE INC (Toronto, Ontario M5X 1G5, CA)",GEORGE DALE ARTHUR (CA),EP,2021.0,2019.0,1
"SKY CANOE INC (Toronto, Ontario M5X 1G5, CA)",GEORGE DALE ARTHUR (CA),EP,2023.0,2019.0,1
SNECMA,"Jeratsushi, Sedorsk",JP,2014.0,2012.0,1
SNECMA MOTEURS,MAILLARD DAVID; GARASSINO ALAIN PIERRE; MAILLARD CLAUDE MARCEL; DESSENNE CAROLINE; VEGIOTTI ISABELLE,JP,2002.0,2001.0,1
SNECMA MOTEURS (FR),ANSART DENIS ROGER HENRI (FR); CICCIA PATRICK SAMUEL ANDRE (FR),EP,2003.0,1997.0,1
SNR Biome Arpes,Molten Sommer; Birgenia Martinez; Eric van der Helm; Jacob Clause Harbor; Ana de Santiago Trio; Christian Glendal; Yasper Kurube,JP,2021.0,2019.0,1
SNR Biome Arpes,Molten Sommer; Birgenia Martinez; Eric van der Helm; Jacob Clause Harbor; Ana de Santiago Trio; Christian Glendal; Yasper Kurube,JP,2024.0,2023.0,1
SOLRAY ENERGY LTD (NZ),BATHURST CHRISTOPHER FRANCIS (NZ),EP,2013.0,2011.0,1
SOLRAY ENERGY LTD (NZ); BATHURST CHRISTOPHER FRANCIS (NZ),BATHURST CHRISTOPHER FRANCIS (NZ),WIPO,2009.0,2008.0,2
SOLRAY ENERGY LTD (NZ); BATHURST CHRISTOPHER FRANCIS (NZ),BATHURST CHRISTOPHER FRANCIS (NZ),WIPO,2011.0,2011.0,1
"SOLRAY HOLDINGS LTD (Christchurch 8011, NZ)",BATHURST CHRISTOPHER FRANCIS (NZ),EP,2019.0,2011.0,1
SOPRAVIA INC (CA),ARMAND GEORGES (CA),EP,2004.0,2003.0,1
SOPRAVIA INC (CA); ARMAND GEORGES (CA),ARMAND GEORGES (CA),WIPO,2003.0,2003.0,1
SOUNDBLAST TECHNOLOGIES LLC (US),FULLERTON LARRY W (US),EP,2008.0,2007.0,1
SOUNDBLAST TECHNOLOGIES LLC (US); FULLERTON LARRY W (US),FULLERTON LARRY W (US),WIPO,2008.0,2007.0,2
SPACE DATA CORP (US),KNOBLACH GERALD MARK (US),WIPO,2016.0,2015.0,1
SPERRY RAND CORP,"Miller, Harry, Scottsdale",DE,1972.0,1971.0,1
STARCHEM INC (US),DIJK CHRISTIAAN P VAN DIJK (US); FRALEY LOWELL DAVID (US),EP,1998.0,1992.0,1
STARCHEM INC (US),VAN DIJK CHRISTIAAN P (US); FRALEY LOWELL DAVID (US),EP,1994.0,1992.0,1
STARCHEM INC (US),VAN DIJK CHRISTIAAN P (US); FRALEY LOWELL DAVID (US),WIPO,1993.0,1992.0,1
